country_pair,prompt_style,model_name,temperature,sim_score_1,sim_score_2,sim_diff
China-Albania,SSD,llama2_70B,1.0,10,10,0
U.S.A.-Israel,SSD,llama2_70B,1.0,10,12,-2
Japan-Philippines,SSD,llama2_70B,1.0,10,10,0
U.S.A.-Canada,SSD,llama2_70B,1.0,12,10,2
U.S.S.R.-Israel,SSD,llama2_70B,1.0,10,8,2
England-Ireland,SSD,llama2_70B,1.0,12,12,0
Germany-Austria,SSD,llama2_70B,1.0,12,15,-3
U.S.S.R.-France,SSD,llama2_70B,1.0,10,10,0
Belgium-Luxembourg,SSD,llama2_70B,1.0,15,12,3
U.S.A.-U.S.S.R.,SSD,llama2_70B,1.0,10,10,0
China-North Korea,SSD,llama2_70B,1.0,10,12,-2
India-Sri Lanka,SSD,llama2_70B,1.0,12,12,0
U.S.A.-France,SSD,llama2_70B,1.0,10,10,0
U.S.S.R.-Cuba,SSD,llama2_70B,1.0,10,10,0
England-Jordan,SSD,llama2_70B,1.0,8,10,-2
France-Israel,SSD,llama2_70B,1.0,10,10,0
U.S.A.-Germany,SSD,llama2_70B,1.0,10,10,0
U.S.S.R.-Syria,SSD,llama2_70B,1.0,10,8,2
France-Algeria,SSD,llama2_70B,1.0,10,12,-2
U.S.A.-Mexico,SSD,llama2_70B,1.5,10,10,0
U.S.S.R.-Poland,SSD,llama2_70B,1.5,10,8,2
China-Albania,SSD,llama2_70B,1.5,8,5,3
U.S.A.-Israel,SSD,llama2_70B,1.5,12,12,0
Japan-Philippines,SSD,llama2_70B,1.5,10,10,0
U.S.A.-Canada,SSD,llama2_70B,1.5,12,12,0
U.S.S.R.-Israel,SSD,llama2_70B,1.5,10,10,0
England-Ireland,SSD,llama2_70B,1.5,10,10,0
Germany-Austria,SSD,llama2_70B,1.5,15,10,5
U.S.S.R.-France,SSD,llama2_70B,1.5,10,10,0
Belgium-Luxembourg,SSD,llama2_70B,1.5,13,15,-2
U.S.A.-U.S.S.R.,SSD,llama2_70B,1.5,6,10,-4
China-North Korea,SSD,llama2_70B,1.5,12,12,0
India-Sri Lanka,SSD,llama2_70B,1.5,10,10,0
U.S.A.-France,SSD,llama2_70B,1.5,10,12,-2
U.S.S.R.-Cuba,SSD,llama2_70B,1.5,12,10,2
England-Jordan,SSD,llama2_70B,1.5,8,10,-2
France-Israel,SSD,llama2_70B,1.5,10,12,-2
U.S.A.-Germany,SSD,llama2_70B,1.5,10,12,-2
U.S.S.R.-Syria,SSD,llama2_70B,1.5,10,10,0
France-Algeria,SSD,llama2_70B,1.5,10,12,-2
U.S.A.-Mexico,SSD,llama3_70B,0.001,12,12,0
U.S.S.R.-Poland,SSD,llama3_70B,0.001,12,8,4
China-Albania,SSD,llama3_70B,0.001,4,4,0
U.S.A.-Israel,SSD,llama3_70B,0.001,12,12,0
Japan-Philippines,SSD,llama3_70B,0.001,8,12,-4
U.S.A.-Canada,SSD,llama3_70B,0.001,14,16,-2
U.S.S.R.-Israel,SSD,llama3_70B,0.001,4,4,0
England-Ireland,SSD,llama3_70B,0.001,14,14,0
Germany-Austria,SSD,llama3_70B,0.001,16,16,0
U.S.S.R.-France,SSD,llama3_70B,0.001,6,4,2
Belgium-Luxembourg,SSD,llama3_70B,0.001,17,16,1
U.S.A.-U.S.S.R.,SSD,llama3_70B,0.001,4,6,-2
China-North Korea,SSD,llama3_70B,0.001,12,14,-2
India-Sri Lanka,SSD,llama3_70B,0.001,14,14,0
U.S.A.-France,SSD,llama3_70B,0.001,12,12,0
U.S.S.R.-Cuba,SSD,llama3_70B,0.001,14,14,0
England-Jordan,SSD,llama3_70B,0.001,4,8,-4
France-Israel,SSD,llama3_70B,0.001,8,8,0
U.S.A.-Germany,SSD,llama3_70B,0.001,14,14,0
U.S.S.R.-Syria,SSD,llama3_70B,0.001,6,12,-6
France-Algeria,SSD,llama3_70B,0.001,8,12,-4
U.S.A.-Mexico,SSD,llama3_70B,0.5,12,12,0
U.S.S.R.-Poland,SSD,llama3_70B,0.5,12,8,4
China-Albania,SSD,llama3_70B,0.5,4,4,0
U.S.A.-Israel,SSD,llama3_70B,0.5,12,14,-2
Japan-Philippines,SSD,llama3_70B,0.5,8,12,-4
U.S.A.-Canada,SSD,llama3_70B,0.5,14,16,-2
U.S.S.R.-Israel,SSD,llama3_70B,0.5,4,4,0
England-Ireland,SSD,llama3_70B,0.5,14,14,0
Germany-Austria,SSD,llama3_70B,0.5,16,17,-1
U.S.S.R.-France,SSD,llama3_70B,0.5,6,6,0
Belgium-Luxembourg,SSD,llama3_70B,0.5,17,16,1
U.S.A.-U.S.S.R.,SSD,llama3_70B,0.5,4,6,-2
China-North Korea,SSD,llama3_70B,0.5,12,14,-2
India-Sri Lanka,SSD,llama3_70B,0.5,14,14,0
U.S.A.-France,SSD,llama3_70B,0.5,12,12,0
U.S.S.R.-Cuba,SSD,llama3_70B,0.5,14,14,0
England-Jordan,SSD,llama3_70B,0.5,4,8,-4
France-Israel,SSD,llama3_70B,0.5,8,8,0
U.S.A.-Germany,SSD,llama3_70B,0.5,14,14,0
U.S.S.R.-Syria,SSD,llama3_70B,0.5,4,12,-8
France-Algeria,SSD,llama3_70B,0.5,10,12,-2
U.S.A.-Mexico,SSD,llama3_70B,1.0,12,12,0
U.S.S.R.-Poland,SSD,llama3_70B,1.0,8,8,0
China-Albania,SSD,llama3_70B,1.0,4,4,0
U.S.A.-Israel,SSD,llama3_70B,1.0,12,12,0
Japan-Philippines,SSD,llama3_70B,1.0,8,8,0
U.S.A.-Canada,SSD,llama3_70B,1.0,16,16,0
U.S.S.R.-Israel,SSD,llama3_70B,1.0,4,4,0
England-Ireland,SSD,llama3_70B,1.0,14,14,0
Germany-Austria,SSD,llama3_70B,1.0,16,17,-1
U.S.S.R.-France,SSD,llama3_70B,1.0,4,4,0
Belgium-Luxembourg,SSD,llama3_70B,1.0,17,16,1
U.S.A.-U.S.S.R.,SSD,llama3_70B,1.0,2,6,-4
China-North Korea,SSD,llama3_70B,1.0,12,14,-2
India-Sri Lanka,SSD,llama3_70B,1.0,14,14,0
U.S.A.-France,SSD,llama3_70B,1.0,12,12,0
U.S.S.R.-Cuba,SSD,llama3_70B,1.0,12,14,-2
England-Jordan,SSD,llama3_70B,1.0,6,4,2
France-Israel,SSD,llama3_70B,1.0,8,8,0
U.S.A.-Germany,SSD,llama3_70B,1.0,14,12,2
U.S.S.R.-Syria,SSD,llama3_70B,1.0,4,8,-4
France-Algeria,SSD,llama3_70B,1.0,10,12,-2
U.S.A.-Mexico,SSD,llama3_70B,1.5,12,12,0
U.S.S.R.-Poland,SSD,llama3_70B,1.5,12,8,4
China-Albania,SSD,llama3_70B,1.5,5,2,3
U.S.A.-Israel,SSD,llama3_70B,1.5,12,12,0
Japan-Philippines,SSD,llama3_70B,1.5,8,8,0
U.S.A.-Canada,SSD,llama3_70B,1.5,14,16,-2
U.S.S.R.-Israel,SSD,llama3_70B,1.5,4,6,-2
England-Ireland,SSD,llama3_70B,1.5,14,14,0
Germany-Austria,SSD,llama3_70B,1.5,16,17,-1
U.S.S.R.-France,SSD,llama3_70B,1.5,6,8,-2
Belgium-Luxembourg,SSD,llama3_70B,1.5,17,16,1
U.S.A.-U.S.S.R.,SSD,llama3_70B,1.5,4,6,-2
China-North Korea,SSD,llama3_70B,1.5,12,14,-2
India-Sri Lanka,SSD,llama3_70B,1.5,14,12,2
U.S.A.-France,SSD,llama3_70B,1.5,12,12,0
U.S.S.R.-Cuba,SSD,llama3_70B,1.5,12,14,-2
England-Jordan,SSD,llama3_70B,1.5,4,6,-2
France-Israel,SSD,llama3_70B,1.5,8,12,-4
U.S.A.-Germany,SSD,llama3_70B,1.5,14,14,0
U.S.S.R.-Syria,SSD,llama3_70B,1.5,8,8,0
France-Algeria,SSD,llama3_70B,1.5,8,14,-6
U.S.A.-Mexico,SST,llama3_70B,0.001,12,12,0
U.S.S.R.-Poland,SST,llama3_70B,0.001,12,8,4
China-Albania,SST,llama3_70B,0.001,4,2,2
U.S.A.-Israel,SST,llama3_70B,0.001,12,12,0
Japan-Philippines,SST,llama3_70B,0.001,8,8,0
U.S.A.-Canada,SST,llama3_70B,0.001,14,14,0
U.S.S.R.-Israel,SST,llama3_70B,0.001,2,4,-2
England-Ireland,SST,llama3_70B,0.001,14,12,2
Germany-Austria,SST,llama3_70B,0.001,16,16,0
U.S.S.R.-France,SST,llama3_70B,0.001,4,4,0
Belgium-Luxembourg,SST,llama3_70B,0.001,16,16,0
U.S.A.-U.S.S.R.,SST,llama3_70B,0.001,2,2,0
China-North Korea,SST,llama3_70B,0.001,12,14,-2
India-Sri Lanka,SST,llama3_70B,0.001,14,14,0
U.S.A.-France,SST,llama3_70B,0.001,12,12,0
U.S.S.R.-Cuba,SST,llama3_70B,0.001,14,12,2
England-Jordan,SST,llama3_70B,0.001,4,6,-2
France-Israel,SST,llama3_70B,0.001,8,8,0
U.S.A.-Germany,SST,llama3_70B,0.001,12,12,0
U.S.S.R.-Syria,SST,llama3_70B,0.001,4,8,-4
France-Algeria,SST,llama3_70B,0.001,12,12,0
U.S.A.-Mexico,SST,llama3_70B,0.5,12,12,0
U.S.S.R.-Poland,SST,llama3_70B,0.5,12,8,4
China-Albania,SST,llama3_70B,0.5,4,2,2
U.S.A.-Israel,SST,llama3_70B,0.5,12,12,0
Japan-Philippines,SST,llama3_70B,0.5,8,8,0
U.S.A.-Canada,SST,llama3_70B,0.5,16,14,2
U.S.S.R.-Israel,SST,llama3_70B,0.5,2,4,-2
England-Ireland,SST,llama3_70B,0.5,14,14,0
Germany-Austria,SST,llama3_70B,0.5,16,17,-1
U.S.S.R.-France,SST,llama3_70B,0.5,4,4,0
Belgium-Luxembourg,SST,llama3_70B,0.5,16,16,0
U.S.A.-U.S.S.R.,SST,llama3_70B,0.5,4,2,2
China-North Korea,SST,llama3_70B,0.5,12,14,-2
India-Sri Lanka,SST,llama3_70B,0.5,14,14,0
U.S.A.-France,SST,llama3_70B,0.5,12,12,0
U.S.S.R.-Cuba,SST,llama3_70B,0.5,14,12,2
England-Jordan,SST,llama3_70B,0.5,4,4,0
France-Israel,SST,llama3_70B,0.5,8,8,0
U.S.A.-Germany,SST,llama3_70B,0.5,12,12,0
U.S.S.R.-Syria,SST,llama3_70B,0.5,2,4,-2
France-Algeria,SST,llama3_70B,0.5,12,12,0
U.S.A.-Mexico,SST,llama3_70B,1.0,12,14,-2
U.S.S.R.-Poland,SST,llama3_70B,1.0,8,8,0
China-Albania,SST,llama3_70B,1.0,4,2,2
U.S.A.-Israel,SST,llama3_70B,1.0,12,12,0
Japan-Philippines,SST,llama3_70B,1.0,8,12,-4
U.S.A.-Canada,SST,llama3_70B,1.0,14,16,-2
U.S.S.R.-Israel,SST,llama3_70B,1.0,2,2,0
England-Ireland,SST,llama3_70B,1.0,14,12,2
Germany-Austria,SST,llama3_70B,1.0,16,16,0
U.S.S.R.-France,SST,llama3_70B,1.0,8,3,5
Belgium-Luxembourg,SST,llama3_70B,1.0,17,17,0
U.S.A.-U.S.S.R.,SST,llama3_70B,1.0,8,2,6
China-North Korea,SST,llama3_70B,1.0,12,14,-2
India-Sri Lanka,SST,llama3_70B,1.0,14,14,0
U.S.A.-France,SST,llama3_70B,1.0,12,12,0
U.S.S.R.-Cuba,SST,llama3_70B,1.0,14,12,2
England-Jordan,SST,llama3_70B,1.0,2,6,-4
France-Israel,SST,llama3_70B,1.0,8,8,0
U.S.A.-Germany,SST,llama3_70B,1.0,12,12,0
U.S.S.R.-Syria,SST,llama3_70B,1.0,6,12,-6
France-Algeria,SST,llama3_70B,1.0,12,12,0
U.S.A.-Mexico,SST,llama3_70B,1.5,12,14,-2
U.S.S.R.-Poland,SST,llama3_70B,1.5,8,7,1
China-Albania,SST,llama3_70B,1.5,4,2,2
U.S.A.-Israel,SST,llama3_70B,1.5,8,12,-4
Japan-Philippines,SST,llama3_70B,1.5,8,10,-2
U.S.A.-Canada,SST,llama3_70B,1.5,16,16,0
U.S.S.R.-Israel,SST,llama3_70B,1.5,2,8,-6
England-Ireland,SST,llama3_70B,1.5,14,12,2
Germany-Austria,SST,llama3_70B,1.5,17,16,1
U.S.S.R.-France,SST,llama3_70B,1.5,8,4,4
Belgium-Luxembourg,SST,llama3_70B,1.5,18,16,2
U.S.A.-U.S.S.R.,SST,llama3_70B,1.5,2,8,-6
China-North Korea,SST,llama3_70B,1.5,8,14,-6
India-Sri Lanka,SST,llama3_70B,1.5,14,12,2
U.S.A.-France,SST,llama3_70B,1.5,12,12,0
U.S.S.R.-Cuba,SST,llama3_70B,1.5,14,14,0
England-Jordan,SST,llama3_70B,1.5,4,8,-4
France-Israel,SST,llama3_70B,1.5,7,8,-1
U.S.A.-Germany,SST,llama3_70B,1.5,12,12,0
U.S.S.R.-Syria,SST,llama3_70B,1.5,8,4,4
France-Algeria,SST,llama3_70B,1.5,12,12,0
U.S.A.-Mexico,SSA,llama3_70B,0.001,12,14,-2
U.S.S.R.-Poland,SSA,llama3_70B,0.001,12,8,4
China-Albania,SSA,llama3_70B,0.001,4,4,0
U.S.A.-Israel,SSA,llama3_70B,0.001,12,14,-2
Japan-Philippines,SSA,llama3_70B,0.001,8,12,-4
U.S.A.-Canada,SSA,llama3_70B,0.001,16,16,0
U.S.S.R.-Israel,SSA,llama3_70B,0.001,2,4,-2
England-Ireland,SSA,llama3_70B,0.001,14,14,0
Germany-Austria,SSA,llama3_70B,0.001,16,16,0
U.S.S.R.-France,SSA,llama3_70B,0.001,4,4,0
Belgium-Luxembourg,SSA,llama3_70B,0.001,17,16,1
U.S.A.-U.S.S.R.,SSA,llama3_70B,0.001,2,2,0
China-North Korea,SSA,llama3_70B,0.001,14,14,0
India-Sri Lanka,SSA,llama3_70B,0.001,14,14,0
U.S.A.-France,SSA,llama3_70B,0.001,12,12,0
U.S.S.R.-Cuba,SSA,llama3_70B,0.001,14,12,2
England-Jordan,SSA,llama3_70B,0.001,4,4,0
France-Israel,SSA,llama3_70B,0.001,8,12,-4
U.S.A.-Germany,SSA,llama3_70B,0.001,14,14,0
U.S.S.R.-Syria,SSA,llama3_70B,0.001,8,4,4
France-Algeria,SSA,llama3_70B,0.001,12,14,-2
U.S.A.-Mexico,SSA,llama3_70B,0.5,12,14,-2
U.S.S.R.-Poland,SSA,llama3_70B,0.5,12,8,4
China-Albania,SSA,llama3_70B,0.5,4,4,0
U.S.A.-Israel,SSA,llama3_70B,0.5,12,14,-2
Japan-Philippines,SSA,llama3_70B,0.5,8,12,-4
U.S.A.-Canada,SSA,llama3_70B,0.5,16,16,0
U.S.S.R.-Israel,SSA,llama3_70B,0.5,4,4,0
England-Ireland,SSA,llama3_70B,0.5,14,14,0
Germany-Austria,SSA,llama3_70B,0.5,16,16,0
U.S.S.R.-France,SSA,llama3_70B,0.5,8,8,0
Belgium-Luxembourg,SSA,llama3_70B,0.5,17,17,0
U.S.A.-U.S.S.R.,SSA,llama3_70B,0.5,2,6,-4
China-North Korea,SSA,llama3_70B,0.5,14,14,0
India-Sri Lanka,SSA,llama3_70B,0.5,14,14,0
U.S.A.-France,SSA,llama3_70B,0.5,12,12,0
U.S.S.R.-Cuba,SSA,llama3_70B,0.5,14,12,2
England-Jordan,SSA,llama3_70B,0.5,6,4,2
France-Israel,SSA,llama3_70B,0.5,8,12,-4
U.S.A.-Germany,SSA,llama3_70B,0.5,14,14,0
U.S.S.R.-Syria,SSA,llama3_70B,0.5,8,8,0
France-Algeria,SSA,llama3_70B,0.5,12,12,0
U.S.A.-Mexico,SSA,llama3_70B,1.0,12,14,-2
U.S.S.R.-Poland,SSA,llama3_70B,1.0,12,10,2
China-Albania,SSA,llama3_70B,1.0,2,2,0
U.S.A.-Israel,SSA,llama3_70B,1.0,12,12,0
Japan-Philippines,SSA,llama3_70B,1.0,8,10,-2
U.S.A.-Canada,SSA,llama3_70B,1.0,16,16,0
U.S.S.R.-Israel,SSA,llama3_70B,1.0,2,2,0
England-Ireland,SSA,llama3_70B,1.0,14,14,0
Germany-Austria,SSA,llama3_70B,1.0,16,16,0
U.S.S.R.-France,SSA,llama3_70B,1.0,4,4,0
Belgium-Luxembourg,SSA,llama3_70B,1.0,16,16,0
U.S.A.-U.S.S.R.,SSA,llama3_70B,1.0,4,2,2
China-North Korea,SSA,llama3_70B,1.0,14,14,0
India-Sri Lanka,SSA,llama3_70B,1.0,14,14,0
U.S.A.-France,SSA,llama3_70B,1.0,12,12,0
U.S.S.R.-Cuba,SSA,llama3_70B,1.0,14,12,2
England-Jordan,SSA,llama3_70B,1.0,5,8,-3
France-Israel,SSA,llama3_70B,1.0,8,10,-2
U.S.A.-Germany,SSA,llama3_70B,1.0,14,14,0
U.S.S.R.-Syria,SSA,llama3_70B,1.0,10,2,8
France-Algeria,SSA,llama3_70B,1.0,12,12,0
U.S.A.-Mexico,SSA,llama3_70B,1.5,12,12,0
U.S.S.R.-Poland,SSA,llama3_70B,1.5,10,4,6
China-Albania,SSA,llama3_70B,1.5,2,2,0
U.S.A.-Israel,SSA,llama3_70B,1.5,12,12,0
Japan-Philippines,SSA,llama3_70B,1.5,12,12,0
U.S.A.-Canada,SSA,llama3_70B,1.5,16,16,0
U.S.S.R.-Israel,SSA,llama3_70B,1.5,2,4,-2
England-Ireland,SSA,llama3_70B,1.5,14,14,0
Germany-Austria,SSA,llama3_70B,1.5,17,16,1
U.S.S.R.-France,SSA,llama3_70B,1.5,5,6,-1
Belgium-Luxembourg,SSA,llama3_70B,1.5,17,17,0
U.S.A.-U.S.S.R.,SSA,llama3_70B,1.5,2,2,0
China-North Korea,SSA,llama3_70B,1.5,14,14,0
India-Sri Lanka,SSA,llama3_70B,1.5,14,14,0
U.S.A.-France,SSA,llama3_70B,1.5,12,12,0
U.S.S.R.-Cuba,SSA,llama3_70B,1.5,15,14,1
England-Jordan,SSA,llama3_70B,1.5,8,4,4
France-Israel,SSA,llama3_70B,1.5,8,8,0
U.S.A.-Germany,SSA,llama3_70B,1.5,14,14,0
U.S.S.R.-Syria,SSA,llama3_70B,1.5,7,4,3
France-Algeria,SSA,llama3_70B,1.5,8,12,-4
U.S.A.-Mexico,SSD,gpt-4,0.001,10,10,0
U.S.S.R.-Poland,SSD,gpt-4,0.001,7,7,0
China-Albania,SSD,gpt-4,0.001,3,5,-2
U.S.A.-Israel,SSD,gpt-4,0.001,8,12,-4
Japan-Philippines,SSD,gpt-4,0.001,8,10,-2
U.S.A.-Canada,SSD,gpt-4,0.001,15,15,0
U.S.S.R.-Israel,SSD,gpt-4,0.001,5,5,0
England-Ireland,SSD,gpt-4,0.001,13,15,-2
Germany-Austria,SSD,gpt-4,0.001,15,15,0
U.S.S.R.-France,SSD,gpt-4,0.001,5,7,-2
Belgium-Luxembourg,SSD,gpt-4,0.001,15,15,0
U.S.A.-U.S.S.R.,SSD,gpt-4,0.001,7,7,0
China-North Korea,SSD,gpt-4,0.001,8,10,-2
India-Sri Lanka,SSD,gpt-4,0.001,12,15,-3
U.S.A.-France,SSD,gpt-4,0.001,10,10,0
U.S.S.R.-Cuba,SSD,gpt-4,0.001,12,12,0
England-Jordan,SSD,gpt-4,0.001,5,5,0
France-Israel,SSD,gpt-4,0.001,8,8,0
U.S.A.-Germany,SSD,gpt-4,0.001,10,12,-2
U.S.S.R.-Syria,SSD,gpt-4,0.001,5,5,0
France-Algeria,SSD,gpt-4,0.001,7,7,0
U.S.A.-Mexico,SSD,gpt-4,0.5,7,12,-5
U.S.S.R.-Poland,SSD,gpt-4,0.5,8,7,1
China-Albania,SSD,gpt-4,0.5,4,5,-1
U.S.A.-Israel,SSD,gpt-4,0.5,10,12,-2
Japan-Philippines,SSD,gpt-4,0.5,8,8,0
U.S.A.-Canada,SSD,gpt-4,0.5,15,15,0
U.S.S.R.-Israel,SSD,gpt-4,0.5,5,5,0
England-Ireland,SSD,gpt-4,0.5,13,15,-2
Germany-Austria,SSD,gpt-4,0.5,15,15,0
U.S.S.R.-France,SSD,gpt-4,0.5,6,5,1
Belgium-Luxembourg,SSD,gpt-4,0.5,15,15,0
U.S.A.-U.S.S.R.,SSD,gpt-4,0.5,5,7,-2
China-North Korea,SSD,gpt-4,0.5,12,8,4
India-Sri Lanka,SSD,gpt-4,0.5,12,12,0
U.S.A.-France,SSD,gpt-4,0.5,10,12,-2
U.S.S.R.-Cuba,SSD,gpt-4,0.5,12,12,0
England-Jordan,SSD,gpt-4,0.5,5,5,0
France-Israel,SSD,gpt-4,0.5,7,8,-1
U.S.A.-Germany,SSD,gpt-4,0.5,10,13,-3
U.S.S.R.-Syria,SSD,gpt-4,0.5,6,4,2
France-Algeria,SSD,gpt-4,0.5,7,7,0
U.S.A.-Mexico,SSD,gpt-4,1.0,10,12,-2
U.S.S.R.-Poland,SSD,gpt-4,1.0,8,6,2
China-Albania,SSD,gpt-4,1.0,2,4,-2
U.S.A.-Israel,SSD,gpt-4,1.0,10,11,-1
Japan-Philippines,SSD,gpt-4,1.0,7,11,-4
U.S.A.-Canada,SSD,gpt-4,1.0,14,16,-2
U.S.S.R.-Israel,SSD,gpt-4,1.0,5,4,1
England-Ireland,SSD,gpt-4,1.0,13,12,1
Germany-Austria,SSD,gpt-4,1.0,15,15,0
U.S.S.R.-France,SSD,gpt-4,1.0,8,5,3
Belgium-Luxembourg,SSD,gpt-4,1.0,15,15,0
U.S.A.-U.S.S.R.,SSD,gpt-4,1.0,5,7,-2
China-North Korea,SSD,gpt-4,1.0,9,10,-1
India-Sri Lanka,SSD,gpt-4,1.0,12,13,-1
U.S.A.-France,SSD,gpt-4,1.0,10,11,-1
U.S.S.R.-Cuba,SSD,gpt-4,1.0,12,10,2
England-Jordan,SSD,gpt-4,1.0,7,4,3
France-Israel,SSD,gpt-4,1.0,5,7,-2
U.S.A.-Germany,SSD,gpt-4,1.0,10,12,-2
U.S.S.R.-Syria,SSD,gpt-4,1.0,5,6,-1
France-Algeria,SSD,gpt-4,1.0,8,7,1
U.S.A.-Mexico,SSD,gpt-4,1.5,7,9,-2
U.S.S.R.-Poland,SSD,gpt-4,1.5,7,8,-1
China-Albania,SSD,gpt-4,1.5,4,7,-3
U.S.A.-Israel,SSD,gpt-4,1.5,12,11,1
Japan-Philippines,SSD,gpt-4,1.5,10,11,-1
U.S.A.-Canada,SSD,gpt-4,1.5,13,13,0
U.S.S.R.-Israel,SSD,gpt-4,1.5,5,5,0
England-Ireland,SSD,gpt-4,1.5,13,12,1
Germany-Austria,SSD,gpt-4,1.5,15,15,0
U.S.S.R.-France,SSD,gpt-4,1.5,8,5,3
Belgium-Luxembourg,SSD,gpt-4,1.5,15,15,0
U.S.A.-U.S.S.R.,SSD,gpt-4,1.5,6,3,3
China-North Korea,SSD,gpt-4,1.5,9,7,2
India-Sri Lanka,SSD,gpt-4,1.5,12,16,-4
U.S.A.-France,SSD,gpt-4,1.5,8,14,-6
U.S.S.R.-Cuba,SSD,gpt-4,1.5,9,13,-4
England-Jordan,SSD,gpt-4,1.5,4,5,-1
France-Israel,SSD,gpt-4,1.5,7,10,-3
U.S.A.-Germany,SSD,gpt-4,1.5,7,12,-5
U.S.S.R.-Syria,SSD,gpt-4,1.5,5,5,0
France-Algeria,SSD,gpt-4,1.5,8,8,0
U.S.A.-Mexico,SST,gpt-4,0.001,8,12,-4
U.S.S.R.-Poland,SST,gpt-4,0.001,8,7,1
China-Albania,SST,gpt-4,0.001,5,5,0
U.S.A.-Israel,SST,gpt-4,0.001,12,12,0
Japan-Philippines,SST,gpt-4,0.001,8,10,-2
U.S.A.-Canada,SST,gpt-4,0.001,15,15,0
U.S.S.R.-Israel,SST,gpt-4,0.001,5,5,0
England-Ireland,SST,gpt-4,0.001,14,15,-1
Germany-Austria,SST,gpt-4,0.001,15,15,0
U.S.S.R.-France,SST,gpt-4,0.001,7,7,0
Belgium-Luxembourg,SST,gpt-4,0.001,15,15,0
U.S.A.-U.S.S.R.,SST,gpt-4,0.001,7,10,-3
China-North Korea,SST,gpt-4,0.001,10,10,0
India-Sri Lanka,SST,gpt-4,0.001,12,15,-3
U.S.A.-France,SST,gpt-4,0.001,10,12,-2
U.S.S.R.-Cuba,SST,gpt-4,0.001,12,12,0
England-Jordan,SST,gpt-4,0.001,5,5,0
France-Israel,SST,gpt-4,0.001,8,7,1
U.S.A.-Germany,SST,gpt-4,0.001,10,12,-2
U.S.S.R.-Syria,SST,gpt-4,0.001,7,5,2
France-Algeria,SST,gpt-4,0.001,7,7,0
U.S.A.-Mexico,SST,gpt-4,0.5,10,12,-2
U.S.S.R.-Poland,SST,gpt-4,0.5,8,7,1
China-Albania,SST,gpt-4,0.5,3,5,-2
U.S.A.-Israel,SST,gpt-4,0.5,12,13,-1
Japan-Philippines,SST,gpt-4,0.5,8,12,-4
U.S.A.-Canada,SST,gpt-4,0.5,15,15,0
U.S.S.R.-Israel,SST,gpt-4,0.5,5,4,1
England-Ireland,SST,gpt-4,0.5,13,15,-2
Germany-Austria,SST,gpt-4,0.5,15,15,0
U.S.S.R.-France,SST,gpt-4,0.5,7,6,1
Belgium-Luxembourg,SST,gpt-4,0.5,15,15,0
U.S.A.-U.S.S.R.,SST,gpt-4,0.5,7,10,-3
China-North Korea,SST,gpt-4,0.5,10,10,0
India-Sri Lanka,SST,gpt-4,0.5,12,15,-3
U.S.A.-France,SST,gpt-4,0.5,10,12,-2
U.S.S.R.-Cuba,SST,gpt-4,0.5,12,10,2
England-Jordan,SST,gpt-4,0.5,4,5,-1
France-Israel,SST,gpt-4,0.5,8,7,1
U.S.A.-Germany,SST,gpt-4,0.5,12,12,0
U.S.S.R.-Syria,SST,gpt-4,0.5,8,5,3
France-Algeria,SST,gpt-4,0.5,8,10,-2
U.S.A.-Mexico,SST,gpt-4,1.0,10,13,-3
U.S.S.R.-Poland,SST,gpt-4,1.0,8,5,3
China-Albania,SST,gpt-4,1.0,3,4,-1
U.S.A.-Israel,SST,gpt-4,1.0,8,10,-2
Japan-Philippines,SST,gpt-4,1.0,10,10,0
U.S.A.-Canada,SST,gpt-4,1.0,16,13,3
U.S.S.R.-Israel,SST,gpt-4,1.0,5,7,-2
England-Ireland,SST,gpt-4,1.0,13,15,-2
Germany-Austria,SST,gpt-4,1.0,15,13,2
U.S.S.R.-France,SST,gpt-4,1.0,8,6,2
Belgium-Luxembourg,SST,gpt-4,1.0,15,15,0
U.S.A.-U.S.S.R.,SST,gpt-4,1.0,5,10,-5
China-North Korea,SST,gpt-4,1.0,12,12,0
India-Sri Lanka,SST,gpt-4,1.0,13,15,-2
U.S.A.-France,SST,gpt-4,1.0,10,10,0
U.S.S.R.-Cuba,SST,gpt-4,1.0,12,10,2
England-Jordan,SST,gpt-4,1.0,5,10,-5
France-Israel,SST,gpt-4,1.0,8,7,1
U.S.A.-Germany,SST,gpt-4,1.0,8,10,-2
U.S.S.R.-Syria,SST,gpt-4,1.0,7,7,0
France-Algeria,SST,gpt-4,1.0,7,10,-3
U.S.A.-Mexico,SST,gpt-4,1.5,10,10,0
U.S.S.R.-Poland,SST,gpt-4,1.5,7,10,-3
China-Albania,SST,gpt-4,1.5,3,3,0
U.S.A.-Israel,SST,gpt-4,1.5,9,10,-1
Japan-Philippines,SST,gpt-4,1.5,10,8,2
U.S.A.-Canada,SST,gpt-4,1.5,15,15,0
U.S.S.R.-Israel,SST,gpt-4,1.5,3,4,-1
England-Ireland,SST,gpt-4,1.5,14,15,-1
Germany-Austria,SST,gpt-4,1.5,14,15,-1
U.S.S.R.-France,SST,gpt-4,1.5,7,8,-1
Belgium-Luxembourg,SST,gpt-4,1.5,15,15,0
U.S.A.-U.S.S.R.,SST,gpt-4,1.5,7,7,0
China-North Korea,SST,gpt-4,1.5,13,10,3
India-Sri Lanka,SST,gpt-4,1.5,12,15,-3
